date,symbol,calendarYear,period,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,sma,ema,wma,dema,tema,williams,rsi,adx,standardDeviation
2024-01-12,1101.TW,2024,Q1,33.7,33.8,33.6,33.75,33.75,5221622,5221622,0.05,0.14837,33.72,"January 12, 24",0.0014837,33.635,34.108405982200594,34.108032786885246,33.95032988105715,34.43697167289937,-42.16867469879519,47.432702592878634,8.628101757335742,1.020918703913294
2024-01-11,1101.TW,2024,Q1,33.7,33.8,33.6,33.7,33.7,6590499,6590499,0.0,0.0,33.7,"January 11, 24",0.0,33.604166666666664,34.12055533752943,34.10325136612022,33.96927007981166,34.4791990470064,-43.37349397590356,47.25541850134903,8.747435603832864,1.0446407543053045
2024-01-10,1101.TW,2024,Q1,34.05,34.05,33.7,33.7,33.7,10231832,10231832,-0.35,-1.03,33.82,"January 10, 24",-0.0103,33.58333333333333,34.13481145066603,34.0994262295082,33.99265399226391,34.52899648647582,-43.37349397590356,47.25541850134902,8.868792057897736,1.0549354903921324
2024-01-09,1101.TW,2024,Q1,34.3,34.3,34.05,34.05,34.05,6191243,6191243,-0.25,-0.72886,34.13,"January 09, 24",-0.0072886,33.579166666666666,34.149550821875046,34.09546448087431,34.01731383778696,34.58175790781162,-34.93975903614466,48.359329212557775,8.978487939172885,1.0549601756569877
2024-01-08,1101.TW,2024,Q1,34.4,34.55,34.25,34.25,34.25,5522713,5522713,-0.15,-0.43605,34.35,"January 08, 24",-0.0043605,33.571666666666665,34.152925426006405,34.07978142076503,34.01958043641957,34.60205019823444,-30.120481927710852,49.002555485756545,9.041114435858788,1.053184324903396
2024-01-05,1101.TW,2024,Q1,34.2,34.35,34.2,34.35,34.35,4632974,4632974,0.15,0.4386,34.3,"January 05, 24",0.004386,33.56416666666666,34.1496347624812,34.05729508196722,34.00847894023062,34.60288260707039,-27.710843373493947,49.32512436227576,9.076079053647737,1.049924269755787
2024-01-04,1101.TW,2024,Q1,34.2,34.3,34.15,34.2,34.2,6398576,6398576,0.0,0.0,34.22,"January 04, 24",0.0,33.55333333333333,34.14284272053141,34.031174863387974,33.99010991320391,34.593085871808796,-31.325301204819215,48.828273759959636,9.136992780310324,1.045102334170625
2024-01-03,1101.TW,2024,Q1,34.5,34.75,34.15,34.2,34.2,12618451,12618451,-0.3,-0.86957,34.37,"January 03, 24",-0.0086957,33.535,34.140905185634175,34.009371584699466,33.98105746011019,34.59735836352214,-31.325301204819215,48.828273759959636,9.20529780412599,1.0432441388923943
2024-01-02,1101.TW,2024,Q1,34.85,34.85,34.6,34.7,34.7,9061300,9061300,-0.15,-0.43042,34.72,"January 02, 24",-0.0043042,33.51166666666666,34.13890197158788,33.98680327868852,33.97163246505068,34.601403143497286,-19.277108433734877,50.421695894050714,9.27476054020972,1.0437658847759983
2023-12-29,1101.TW,2023,Q4,34.9,34.9,34.7,34.85,34.85,6434406,6434406,-0.05,-0.14327,34.82,"December 29, 23",-0.0014327,33.479166666666664,34.11988169943832,33.94677595628416,33.927921767987584,34.55435018011207,-15.662650602409608,50.91181322010607,9.281661152026055,1.036592642051619
2023-12-28,1101.TW,2023,Q4,34.95,35.0,34.7,34.9,34.9,9397397,9397397,-0.05,-0.14306,34.87,"December 28, 23",-0.0014306,33.446666666666665,34.095131926537924,33.90076502732241,33.87191510586643,34.48832149019808,-14.457831325301242,51.074542836717555,9.274138450246717,1.0235911727290778
2023-12-27,1101.TW,2023,Q4,34.65,34.9,34.65,34.9,34.9,11423455,11423455,0.25,0.7215,34.82,"December 27, 23",0.007215,33.41833333333334,34.06784826303074,33.85218579234972,33.80978110696489,34.412232287574454,-14.457831325301242,51.074542836717555,9.266488245047391,1.0063534280868833
2023-12-26,1101.TW,2023,Q4,34.6,34.7,34.5,34.65,34.65,5467401,5467401,0.05,0.14451,34.62,"December 26, 23",0.0014451,33.388333333333335,34.039639729574155,33.802622950819675,33.74461600086305,34.33053268274631,-20.481927710843415,50.30661907028052,9.27045632872432,0.988406405393157
2023-12-25,1101.TW,2023,Q4,34.4,34.65,34.35,34.5,34.5,7304056,7304056,0.1,0.2907,34.5,"December 25, 23",0.002907,33.365,34.01894955091565,33.76049180327868,33.69323483918295,34.26832212048135,-24.096385542168683,49.84213128005212,9.29813031768375,0.9747777524475344
2023-12-22,1101.TW,2023,Q4,34.2,34.35,34.15,34.3,34.3,5495257,5495257,0.1,0.2924,34.27,"December 22, 23",0.002924,33.340833333333336,34.002642756031435,33.72248633879782,33.649580072745614,34.21681386660272,-28.915662650602485,49.21981736290959,9.332195942254323,0.9642566941547367
2023-12-21,1101.TW,2023,Q4,34.25,34.35,34.15,34.25,34.25,7131400,7131400,0.0,0.0,34.25,"December 21, 23",0.0,33.31916666666667,33.99256284945623,33.690327868852464,33.617452033043136,34.18186595797152,-30.120481927710852,49.06445989846893,9.402715208283631,0.9570393437866362
2023-12-20,1101.TW,2023,Q4,34.45,34.6,34.25,34.5,34.5,8983096,8983096,0.05,0.14514,34.45,"December 20, 23",0.0014514,33.3,33.98383616638694,33.65918032786885,33.58728304600921,34.14938734239426,-24.096385542168683,49.813763791018665,9.474429716110047,0.9496929328296946
2023-12-19,1101.TW,2023,Q4,34.7,34.7,34.2,34.35,34.35,8776646,8776646,-0.35,-1.01,34.42,"December 19, 23",-0.0101,33.28333333333333,33.96633908728142,33.61928961748634,33.538846409141286,34.08906553069222,-27.710843373493947,49.357455355411524,9.534144982760683,0.9371795748710889
2023-12-18,1101.TW,2023,Q4,34.45,34.7,34.35,34.55,34.55,7343604,7343604,0.1,0.29028,34.53,"December 18, 23",0.0029028,33.274166666666666,33.953333632612996,33.58401639344262,33.49834422257935,34.03971810788257,-22.891566265060316,49.95294535074768,9.594872372574889,0.929358724545527
2023-12-15,1101.TW,2023,Q4,34.5,34.55,34.3,34.3,34.3,22077978,22077978,-0.2,-0.57971,34.38,"December 15, 23",-0.0057971,33.27083333333333,33.93310765405751,33.54207650273224,33.44246889563672,33.96654508968172,-28.915662650602485,49.19959031253206,9.637110194740425,0.9251257422042093
2023-12-14,1101.TW,2023,Q4,34.5,34.55,34.1,34.4,34.4,10784685,10784685,-0.1,-0.28986,34.35,"December 14, 23",-0.0028986,33.279166666666654,33.92067062538149,33.50860655737704,33.40096301596534,33.91373565372836,-26.506024096385584,49.49262729582171,9.697074451865648,0.9365402494761713
2023-12-13,1101.TW,2023,Q4,34.15,34.2,34.05,34.05,34.05,8812839,8812839,-0.1,-0.29283,34.1,"December 13, 23",-0.0029283,33.290833333333325,33.904422172004594,33.47224043715847,33.350848902112695,33.847138002713976,-34.93975903614466,48.43561610068865,9.758055052331976,0.9546156149059276
2023-12-12,1101.TW,2023,Q4,34.4,34.4,34.1,34.15,34.15,8902876,8902876,-0.25,-0.72674,34.22,"December 12, 23",-0.0072674,33.30833333333332,33.89948733037763,33.44792349726776,33.32221402326922,33.81162644599641,-32.53012048192775,48.72208892260078,9.859832326791272,0.9777170120006892
2023-12-11,1101.TW,2023,Q4,34.6,34.65,34.2,34.4,34.4,7542239,7542239,-0.2,-0.57803,34.42,"December 11, 23",-0.0057803,33.330833333333324,33.890995375475185,33.421065573770484,33.28566152678268,33.76360365954365,-26.506024096385584,49.44095202453785,9.957141053490451,1.0117679109141364
